SL NO.,Title,Authors,Published Year,Abstract,Paper Link
317,"Pyroptosis-Related Gene Signatures Enable Robustly Diagnosis, Prognosis and Immune Responses Prediction in Uterine Corpus Endometrial Carcinoma","Xuanming Chen, Xiangyu Jin, Jiafu Wang, Hanfei Li, Chuanfang Wu, Jinku Bao",2025,"Abstract

Purpose: Uterine corpus endometrial carcinoma (UCEC) is a gynecological malignancy with poor prognosis and high lethality rates. Pyroptosis, a pro-inflammatory programmed cell death pattern, significantly influences tumor growth, development, and metastasis. We intend to explore whether pyroptosis-related genes can be screened as targets for early detection and patient prognosis. 

Methods: We used nine common machine learning algorithms to build classifiers based on the pyroptosis-related genes, evaluated the classifiers' performance using metrics like the receiver operating characteristic curve (ROC), and verified the results using external datasets. Using Least Absolute Shrinkage and Selection Operator (LASSO) regression analysis, we built a predictive model. ROC and univariate/multivariate Cox analyses were used to assess the model's performance and its independence in predicting patient prognosis. We used a variety of statistical methods and algorithms to investigate the connection between tumor immunity and pyroptosis-related genes. 

Results: We identified 26 pyroptosis-related genes associated with the diagnosis and prognosis of UCEC. We found the logistic regression classifier performing the best. We then constructed a predictive model based on seven PRGs about IRF2, TIRAP, BAK1, GSDMD, CHMP2A, GPX4, CHMP2B . The pyroptosis-related gene risk signature (PRGRS) effectively classified UCEC patients. We demonstrated that PRGRS independently impacted UCEC prognosis and confirmed its expression using qRT-PCR experiments. Furthermore, we found associations between PRGRS and tumor immune response. 

Conclusion: Our study highlights novel pyroptosis-related gene signatures that may be utilized for early screening and prognosis prediction in UCEC patients, offering potential targets for future research and guidance for personalized anticancer therapies.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12171010/
318,A Comprehensive Review on RNA Subcellular Localization Prediction,"Cece Zhang, Xuehuan Zhu, Nick Peterson, Jieqiong Wang, Shibiao Wan",2025,"Abstract

The subcellular localization of RNAs, including long non-coding RNAs (lncRNAs), messenger RNAs (mRNAs), microRNAs (miRNAs) and other smaller RNAs, plays a critical role in determining their biological functions. For instance, lncRNAs are predominantly associated with chromatin and act as regulators of gene transcription and chromatin structure, while mRNAs are distributed across the nucleus and cytoplasm, facilitating the transport of genetic information for protein synthesis. Understanding RNA localization sheds light on processes like gene expression regulation with spatial and temporal precision. However, traditional wet lab methods for determining RNA localization, such as in situ hybridization, are often time-consuming, resource-demanding, and costly. To overcome these challenges, computational methods leveraging artificial intelligence (AI) and machine learning (ML) have emerged as powerful alternatives, enabling large-scale prediction of RNA subcellular localization. This paper provides a comprehensive review of the latest advancements in AI-based approaches for RNA subcellular localization prediction, covering various RNA types and focusing on sequence-based, image-based, and hybrid methodologies that combine both data types. We highlight the potential of these methods to accelerate RNA research, uncover molecular pathways, and guide targeted disease treatments. Furthermore, we critically discuss the challenges in AI/ML approaches for RNA subcellular localization, such as data scarcity and lack of benchmarks, and opportunities to address them. This review aims to serve as a valuable resource for researchers seeking to develop innovative solutions in the field of RNA subcellular localization and beyond.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12045386/
319,A Systematic Review on Intelligent Prediction of Inorganic Building Materials Performance,"Mengru Li, Zhenya Zhang, Xianyi Zeng, Zhenglei He",21 May 2025,"Abstract
The construction industry is crucial for economic and social development. Inorganic materials, which rely on natural minerals and are affected by uncertainties, hold a large share in the construction market. As building materials are from process—intensive industries, complex and continuous processing magnifies deviations, directly affecting product quality. Computational intelligent methods are effective for accurately predicting product quality. This paper focuses on inorganic building materials and systematically reviews computational intelligent techniques in this field. It comprehensively explores 234 related studies in 6 key areas (concrete, ceramics, glass, clay bricks, cement, and steel), compiles prediction models, evaluates them, analyzes model configurations and properties to gain insights into the field and identify optimal approaches. It points out model limitations, such as high computational costs, data-hungry, and suggests future research directions like practicality and promoting green initiatives through material circulation.",https://link.springer.com/article/10.1007/s44196-025-00843-2
320,Predição da Litologia por Machine Learning Utilizando Perfis de Perfuração,"Eric Monteiro e Lobo Luz, Karla Figueiredo",2020,https://repositorio.unesp.br/entities/publication/b45a1323-61b4-4362-8b1d-adf0f78d38ea,https://repositorio.unesp.br/entities/publication/b45a1323-61b4-4362-8b1d-adf0f78d38ea
321,Methods of Forecasting Electric Energy Consumption: A Literature Review,"Roman V. Klyuev, Irbek D. Morgoev, Angelika D. Morgoeva, Oksana A. Gavrina, Nikita V. Martyushev, Egor A. Efremenkov, Qi Mengxu",25 November 2022,"Abstract

Balancing the production and consumption of electricity is an urgent task. Its implementation largely depends on the means and methods of planning electricity production. Forecasting is one of the planning tools since the availability of an accurate forecast is a mechanism for increasing the validity of management decisions. This study provides an overview of the methods used to predict electricity supply requirements to different objects. The methods have been reviewed analytically, taking into account the forecast classification according to the anticipation period. In this way, the methods used in operative, short-term, medium-term, and long-term forecasting have been considered. Both classical and modern forecasting methods have been identified when forecasting electric energy consumption. Classical forecasting methods are based on the theory of regression and statistical analysis (regression, autoregressive models); probabilistic forecasting methods and modern forecasting methods use classical and deep-machine-learning algorithms, rank analysis methodology, fuzzy set theory, singular spectral analysis, wavelet transformations, Gray models, etc. Due to the need to take into account the specifics of each subject area characterizing an energy facility to obtain reliable forecast results, power consumption modeling remains an urgent task despite a wide variety of other methods. The review was conducted with an assessment of the methods according to the following criteria: labor intensity, requirements for the initial data set, scope of application, accuracy of the forecasting method, the possibility of application for other forecasting horizons. The above classification of methods according to the anticipation period allows highlights the fact that when predicting power consumption for different time intervals, the same methods are often used. Therefore, it is worth emphasizing the importance of classifying the forecast over the forecasting horizon not to differentiate the methods used to predict electricity consumption for each period but to consider the specifics of each type of forecasting (operative, short-term, medium-term, long-term).",https://www.mdpi.com/1996-1073/15/23/8919
322,Towards a minimum universal features set for IoT DDoS attack detection,"Osama Ebrahem, Salah Dowaji, Suhel Alhammoud",11 April 2025,"Abstract
Dimensionality reduction is one basic and critical technology for data mining, especially in the current “big data” era. It is the process of reducing the number of features (or dimensions) in a dataset while retaining as much information as possible. This can be done for a variety of reasons, such as reducing the complexity of a model, improving the performance of a learning algorithm, or making it easier to visualize the data. Motivated from aforementioned reasons, this paper proposed a new feature reduction approach, which reduce and weight the most important features from of universal features set to fit the big data analytics on IoT based cybersecurity systems. The minimal number of features are chosen by using feature selection methods (ANOVA, Variance Threshold, Information Gain, Chi Square) which performed on the IoT-23 dataset. According to the approach, we divided the universal features into several subgroups, and evaluated the performance of ML Algorithms (NB, KNN, RF, LR). Extensive experiments are performed on the CICIDS2017 dataset to validate the effectiveness of the proposed approach. As a result, the Random Forest algorithm was the best in terms of performance, as the lowest value of all metrics (Accuracy, Precision, Recall, F1-Score) we obtained was 93%, except for the case in which we used features that we assumed were the least important feature subset. The proposed approach reduced the number of features to only two features and achieved high results.",https://link.springer.com/article/10.1186/s40537-025-01146-1
323,Application of precision livestock farming: challenges and opportunities.,"Muhammad Ikhsan Sani, Mariska van der Voort, Bedir Tekinerdogan, Henk Hogeveen",2025,"Abstract

Sensor systems have increasingly been explored as tools to support precision livestock farming, particularly in monitoring cow health and improving decision-making.This systematic literature review aims to evaluate advancements in sensor systems for detecting health conditions in dairy cows especially on mastitis, fertility, locomotion, and metabolic disorders.Relevant articles published between 2014 and 2024 were identified from Scopus.Each article was categorized by health condition and assigned to one of four development levels: sensor technique (Level I), data interpretation (Level II), integration of information (Level III), and decision making (Level IV).Relevant information from the articles was systematically reviewed and discussed.We identified 132 articles published in the past 10 years, describing a total of 151 sensor systems.Most sensor systems were aimed at mastitis and reproduction, followed by locomotion and metabolic disorders.The far majority of the articles were at level II (data interpretation) presenting research on (novel) algorithms to detect disease.A large number of different statistical, machine-learning or deep-learning models were described and evaluated, among others random forests.Level II systems applied statistical analysis or machine-learning/deep-learning models (e.g., random forests, you only look once, support vector machine, or convolutional neural network).These algorithms used a wide range of sensor data.Only a few articles aimed at level III research, integration of information and decision support.The Level III sensor systems integrated information from the sensor with economic information and other information (i.e., medication dosage, cost per disease, and supplier selection) and simulated various treatment scenarios.This review highlights the need for sensor systems research to be driven by real-world requirements for on-farm decision making.To move from proof-of-concept toward practical, future research must integrate sensor outputs with herd records and financial models, validate systems across multiple farms and at higher data frequencies, and embed economic evaluation alongside sensitivity and specificity metrics.Addressing these technical, integration, and economic challenges is essential before sensor systems can fully support automated, value-driven health management on commercial dairy farms.",https://www.cabidigitallibrary.org/doi/abs/10.31220/agriRxiv.2025.00383
324,Planter: Rapid Prototyping of In-Network Machine Learning Inference,"Changgang Zheng, Mingyuan Zang, Xinpeng Hong, Liam Perreault, Riyad Bensoussane, Shay Vargaftik, Yaniv Ben-Itzhak, Noa Zilberman",2024,"Abstract

In-network machine learning inference provides high throughput and low latency. It is ideally located within the network, power efficient, and improves applications' performance. Despite its advantages, the bar to in-network machine learning research is high, requiring significant expertise in programmable data planes, in addition to knowledge of machine learning and the application area. Existing solutions are mostly one-time efforts, hard to reproduce, change, or port across platforms. In this paper, we present Planter: a modular and efficient open-source framework for rapid prototyping of in-network machine learning models across a range of platforms and pipeline architectures. By identifying general mapping methodologies for machine learning algorithms, Planter introduces new machine learning mappings and improves existing ones. It provides users with several example use cases and supports different datasets, and was already extended by users to new fields and applications. Our evaluation shows that Planter improves machine learning performance compared with previous model-tailored works, while significantly reducing resource consumption and co-existing with network functionality. Planter-supported algorithms run at line rate on unmodified commodity hardware, providing billions of inference decisions per second.",https://dl.acm.org/doi/abs/10.1145/3687230.3687232
325,Statistical investigation of a dehumidification system performance using Gaussian process regression,"De Silva, Ramindu",2019,"Abstract

Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",https://search.proquest.com/openview/ccfd00993b73b7e876402c7d09913b42/1?pq-origsite=gscholar&cbl=2026366&diss=y
326,Analytical Models to Optimize Tacrolimus Dosing in Solid Organ Transplantation: A Systematic Review,"Elmira Amooei, Nandini Biyani, Amos Buh, Martin M. Klamrowski, Nawaf M. Alyahya, Christopher R. McCudden, James R. Green, Babak Rashidi, Haya Almuzirai, Stephanie Hoar, Ayub Akbari, Gregory L. Hundemer, Ran Klein",31 March 2026,"Abstract

Background: Tacrolimus dose optimization remains challenging due to its narrow therapeutic range and multiple influencing variables. This systematic review aimed to identify effective analytical modeling techniques for optimal tacrolimus dose prediction in solid organ transplant recipients. 

Methods: Two independent researchers conducted a comprehensive review of studies examining analytical models that optimize tacrolimus dosing, searching Medline, Scopus, Embase, Web of Science, and PubMed. 

Results: In total, 115 studies met the inclusion criteria. Pharmacokinetic models (74 studies), particularly two-compartment with Bayesian forecasting, were most frequently used. Machine learning (ML) approaches, with increasing adoption, have demonstrated promising improved predictive accuracy. Key predictive variables included CYP3A5 genotype, hematocrit levels, post-operative days, and weight; however, the significance of genomic features seemed to diminish progressively as therapeutic drug monitoring calibrates dosing in the months following post-transplant. Only ten studies performed external validation, and none incorporated adherence data or predicted long-term graft outcomes. 

Conclusions: Clinical deployment of predictive models for tacrolimus dosing remains uncommon. In research, pharmacokinetic models remain prevalent, with ML approaches showing early incremental promise. Limited external validation raises generalizability concerns. Future research should prioritize outcome-based evaluation metrics rather than error metrics.",https://www.mdpi.com/1999-4923/18/4/430
327,Leveraging AI Models/Tools for Human Fertility,"KC Santosh, Debasmita Ghosh Roy",25 October 2025,"Abstract
This chapter delves into the emerging role of artificial intelligence in reproductive medicine, with a focus on its practical applications in fertility analysis and intervention. It emphasizes the significance of core AI methodologies such as feature selection, data balancing, and algorithm optimization in building effective predictive models. The discussion covers AI-based identification and assessment of fertility-related factors in both males and females. A series of case studies is presented to summarize real-world applications and highlight key conceptual insights. These insights not only enhance the understanding of infertility but also offer promising directions for addressing this pressing global health issue. The chapter ultimately encourages a methodical and proactive approach to advancing fertility research through AI-driven solutions.",https://link.springer.com/chapter/10.1007/978-981-95-1248-5_4
328,A systematic literature review of explainable... : Journal of Medical Artificial Intelligence,"Cessie Valenie Anak Edwin, Phei Chin Lim, Dayang Nurfatimah binti Awang Iskandar, Diana Leh Ching Ng",2026,"Abstract

BackgroundThe reduced quality and risks to life brought on by bronchial asthma (BA) have heightened the need for trustworthy risk assessment...",https://www.ovid.com/jnls/jmai/abstract/10.21037/jmai-24-204~a-systematic-literature-review-of-explainable-risk
329,Machine Learning Methods in Climate Finance: A Systematic Review,"Andrés Alonso, José Manuel Carbó, J. Manuel Marqués",2023,"Abstract

Preventing the materialization of climate change is one of the main challenges of our time. The involvement of the financial sector is a fundamental pillar in this task, which has led to the emergence of a new field in the literature, climate finance. In turn, the use of Machine Learning (ML) as a tool to analyze climate finance is on the rise, due to the need to use big data to collect new climate-related information and model complex non-linear relationships. Considering the proliferation of articles in this field, and the potential for the use of ML, we propose a review of the academic literature to assess how ML is enabling climate finance to scale up. The main contribution of this paper is to provide a structure of application domains in a highly fragmented research field, aiming to spur further innovative work from ML experts. To pursue this objective, first we perform a systematic search of three scientific databases to assemble a corpus of relevant studies. Using topic modeling (Latent Dirichlet Allocation) we uncover representative thematic clusters. This allows us to statistically identify seven granular areas where ML is playing a significant role in climate finance literature: natural hazards, biodiversity, agricultural risk, carbon markets, energy economics, ESG factors &amp;amp; investing, and climate data. Second, we perform an analysis highlighting publication trends; and thirdly, we show a breakdown of ML methods applied by research area.",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4352569
330,Ballistic Performance Analysis of Silicon Carbide Ceramic Body Armor Using Finite Element Method and Machine Learning Algorithms,HB Mutu,2025,https://dergipark.org.tr/en/pub/khosbd/issue/95460/1731217,https://dergipark.org.tr/en/pub/khosbd/issue/95460/1731217
331,advanced.onlinelibrary.wiley.com,,N/A,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/aenm.202503356,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/aenm.202503356
332,"Mining genes, genomic selection and simulation breeding on hundred-seed weight using a four-way RIL population","Shuchao Liu, Xianmin Lu, Jiufeng Zhao, Fulin Shan, Zhiyuan Yu, Xu Sun, Guizheng Wang, Haojie Xie, Yanming Zhou, Bo Hu, Wen-Xia Li, Hailong Ning",2026/04/23,"Abstract Hundred-seed weight (HSW) is a critical determinant of soybean yield potential, yet its genetic dissection is often limited by the restricted allelic diversity of traditional biparental populations. In this study, we developed a four-way recombinant inbred line (FW-RIL) population comprising 144 lines derived from four founders with distinct HSW phenotypes to enhance mapping resolution and allelic richness. By integrating a high-density genetic linkage map with five multi-locus genome-wide association study (GWAS) models, we systemically analyzed the genetic basis of HSW across multiple environments. A total of 16 quantitative trait loci (QTLs) and 40 quantitative trait nucleotides (QTNs) were identified, among which three QTLs and two QTNs were consistently detected across environments and analytical approaches. Co-localization analysis, combined with linkage disequilibrium (LD) mapping, haplotype effect evaluation, and gene expression profiling, prioritized Glyma.02G047200 as the key candidate gene within the stable major-effect locus qHSW-2-1. This gene encodes an oligopeptide transporter, and haplotype analyses demonstrated that elite alleles significantly increase seed weight across diverse genetic backgrounds. Furthermore, comparative evaluation of multiple genomic selection (GS) models revealed that the Light Gradient Boosting Machine (LightGBM) achieved the highest predictive accuracy for HSW. Using this model, breeding simulations identified several high-yielding hybrid combinations pyramiding multiple superior allelic variants. Overall, this study elucidates the genetic determinants of soybean HSW and highlights the effectiveness of integrating multi-parent populations, genomic selection, and molecular design breeding to accelerate yield improvement.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1812087/full
333,An Intelligent Approach to Predicting of Heart Problems,"Soltane Merzoug, Hadil Goufi",12 July 2025,"Abstract
Early detection of heart diseases is a crucial factor for successful healthcare. In recent years, the medical field has witnessed the emergence of various methods to predict heart diseases before they occur, based on machine learning and deep learning. Heart diseases remain a major cause of death worldwide, particularly coronary artery disease, which is one of the most dangerous diseases. It accounts for a significant portion of patient cases and deaths related to cardiovascular diseases, as this disease is latent and does not clinically manifest. Therefore, it is necessary to diagnose and treat it as early as possible. The objective of this work is to develop a predictive model for coronary artery disease capable of detecting its early onset, often fatal.
Our research project aims to predict coronary artery disease using deep learning techniques. We utilized a convolutional neural network to achieve this objective. It is believed that this will contribute to improving early diagnostic rates and reducing complications associated with this disease.",https://link.springer.com/chapter/10.1007/978-3-031-90758-6_10
334,Ormancılıkta makine öğrenmesi kullanımı,"Remzi Eker, Kamber Can Alkiş, Zennure Uçar, Abdurrahim Aydın",2023,"Abstract

Gelişen teknolojiyle beraber diğer disiplinlerde olduğu gibi ormancılıkta da geleneksel uygulamaların daha ekonomik, etkin, hızlı ve kolay yapılabilmesi için yenilikçi yaklaşımların kullanımına talepler ve ihtiyaçlar artmaktadır. Özellikle son dönemde ortaya çıkan ormancılık bilişimi, hassas ormancılık, akıllı ormancılık, Ormancılık (Forestry) 4.0, iklim-akıllı ormancılık, sayısal ormancılık ve ormancılık büyük verisi gibi terimler ormancılık disiplinin gündeminde yer almaya başlamıştır. Bunların neticesinde de makine öğrenmesi ve son dönemde ortaya çıkan otomatik makine öğrenmesi (AutoML) gibi modern yaklaşımların ormancılıkta karar verme süreçlerine entegre edildiği akademik çalışmaların sayısında önemli artışlar gözlenmektedir. Bu çalışma, makine öğrenmesi algoritmalarının Türkçe dilinde anlaşılırlığını daha da artırmak, yaygınlaştırmak ve ilgilenen araştırmacılar için ormancılıkta kullanımına yönelik bir kaynak olarak değerlendirilmesi amacıyla ortaya konulmuştur. Böylece çeşitli ormancılık faaliyetlerinde makine öğrenmesinin hem geçmişten günümüze nasıl kullanıldığını hem de gelecekte kullanım potansiyelini ortaya koyan bir derleme makalesinin ulusal literatüre kazandırılması amaçlanmıştır.",https://dergipark.org.tr/en/pub/tjf/article/1282768?issue_id=78478
335,"Multicenter peritumoral radiomics in oncology: advances, challenges, and future directions","Jie Li, Junting Wei, Ruixin Pan, Dianpei Ma, Zongyu Xie, Zhizhen Gao",23 March 2026,"Abstract
The peritumoral region harbors critical microenvironmental heterogeneity information and has long been a focal point in radiomics research. This article systematically reviews the progress of multicenter peritumoral radiomics in oncology, with emphasis on its clinical and biological applications. Studies indicate that peritumoral radiomics may demonstrate value in tumor diagnosis/differential diagnosis, molecular subtyping identification, prediction of clinicopathological indicators, prognostic risk assessment, and treatment response evaluation. Multicenter validation shows that incorporating peritumoral features can enhance model performance for certain tasks, with peritumoral characteristics potentially outperforming intratumoral features in specific scenarios. At the biological mechanism level, peritumoral radiomics exhibits associations with genomics and immune microenvironment events, offering novel perspectives for non-invasive tumor biology analysis. However, the field still faces challenges including limited model generalizability, standardization and reproducibility issues, demands for interpretability, ambiguous peritumoral region definitions, and multi-omics integration barriers - these limitations necessitate cautious interpretation of current findings. Future breakthroughs may rely on prospective multicenter studies, standardized protocols, explainable AI techniques, biologically-driven optimization of peritumoral definitions, and innovative multi-omics fusion algorithms. To promote clinical translation, it is necessary to enhance model robustness and interpretability while deepening research on the association with tumor biological mechanisms.",https://link.springer.com/article/10.1186/s13014-026-02817-w
336,A Novel Adaptive Multiclassifier Selection with the Separation Index-Based Feature for Handwriting Analysis,"Behzad Moshiri, Ali Mikaeili Barzili, Erfan NOROZI, Saman Davachi Tousi, Mohammad Khoshnevisan",2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5587991,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5587991
337,Application of precision livestock farming: challenges and opportunities,"Muhammad Ikhsan Sani, Mariska van der Voort, Bedir Tekinerdogan, Henk Hogeveen",2026,"Abstract

Sensor systems have increasingly been explored as tools to support precision livestock farming, particularly in monitoring cow health and improving decision-making. This systematic literature review aims to evaluate advancements in sensor systems for detecting health conditions in dairy cows especially on mastitis, fertility, locomotion, and metabolic disorders. Relevant articles published between 2014 and 2024 were identified from Scopus. Each article was categorized by health condition and assigned to one of four development levels: sensor technique (Level I), data interpretation (Level II), integration of information (Level III), and decision making (Level IV). Relevant information from the articles was systematically reviewed and discussed. We identified 132 articles published in the past 10 years, describing a total of 151 sensor systems. Most sensor systems were aimed at mastitis and reproduction, followed by locomotion and metabolic disorders. The far majority of the articles were at level II (data interpretation) presenting research on (novel) algorithms to detect disease. A large number of different statistical, machine-learning or deep-learning models were described and evaluated, among others random forests. Level II systems applied statistical analysis or machine-learning/deep-learning models (e.g., random forests, you only look once, support vector machine, or convolutional neural network). These algorithms used a wide range of sensor data. Only a few articles aimed at level III research, integration of information and decision support. The Level III sensor systems integrated information from the sensor with economic information and other information (i.e., medication dosage, cost per disease, and supplier selection) and simulated various treatment scenarios. This review highlights the need for sensor systems research to be driven by real-world requirements for on-farm decision making. To move from proof-of-concept toward practical, future research must integrate sensor outputs with herd records and financial models, validate systems across multiple farms and at higher data frequencies, and embed economic evaluation alongside sensitivity and specificity metrics. Addressing these technical, integration, and economic challenges is essential before sensor systems can fully support automated, value-driven health management on commercial dairy farms.",https://pmc.ncbi.nlm.nih.gov/articles/PMC13064991/
338,EAPCR: A Universal Feature Extractor for Scientific Data without Explicit Feature Relation Patterns,"Zhuohang Yu, Ling An, Yansong Li, Yu Wu, Zeyu Dong, Zhangdi Liu, Le Gao, Zhenyu Zhang, Chichun Zhou",2024,"Abstract

Conventional methods, including Decision Tree (DT)-based methods, have been effective in scientific tasks, such as non-image medical diagnostics, system anomaly detection, and inorganic catalysis efficiency prediction. However, most deep-learning techniques have struggled to surpass or even match this level of success as traditional machine-learning methods. The primary reason is that these applications involve multi-source, heterogeneous data where features lack explicit relationships. This contrasts with image data, where pixels exhibit spatial relationships; textual data, where words have sequential dependencies; and graph data, where nodes are connected through established associations. The absence of explicit Feature Relation Patterns (FRPs) presents a significant challenge for deep learning techniques in scientific applications that are not image, text, and graph-based. In this paper, we introduce EAPCR, a universal feature extractor designed for data without explicit FRPs. Tested across various scientific tasks, EAPCR consistently outperforms traditional methods and bridges the gap where deep learning models fall short. To further demonstrate its robustness, we synthesize a dataset without explicit FRPs. While Kolmogorov-Arnold Network (KAN) and feature extractors like Convolutional Neural Networks (CNNs), Graph Convolutional Networks (GCNs), and Transformers struggle, EAPCR excels, demonstrating its robustness and superior performance in scientific tasks without FRPs.",https://arxiv.org/abs/2411.08164
339,Machine Learning methods in climate finance: a systematic review,"A Alonso-Robisco, JM Carbó, JM Marqués",2023,https://www.bde.es/f/webbde/SES/Secciones/Publicaciones/PublicacionesSeriadas/DocumentosTrabajo/23/Files/dt2310e.pdf?trk=public_post_comment-text,https://www.bde.es/f/webbde/SES/Secciones/Publicaciones/PublicacionesSeriadas/DocumentosTrabajo/23/Files/dt2310e.pdf?trk=public_post_comment-text
340,Artificial Intelligence Applications for Cleaner Production and Sustainable Development in Southeast Asia: A Systematic Review and Future Research Directions,"Victor James C. Escolano, Yann-Mey Yee, Alexander A. Hernandez, Charmine Sheena R. Saflor, Do Van Nang, Ace C. Lagman",17 March 2026,"Abstract

Artificial intelligence (AI) has reshaped various aspects of human lives, particularly through its capabilities to address complex sustainability challenges. Despite the rapid expansion of AI applications, their contribution to cleaner production and sustainable development remains underexplored, especially in developing nations. In Southeast Asia (SEA), where AI adoption has grown substantially across environmental, economic, and social dimensions, research that examines its role in cleaner production outcomes remains fragmented. In view of this gap, this study conducts a systematic literature review (SLR) of AI applications related to cleaner production and sustainable development by examining relevant themes, application areas, and sustainability dimensions addressed by AI, while evaluating the maturity of AI methodologies, alignment with cleaner production outcomes, and integration with circular economy and resource efficiency goals. Moreover, it investigates the barriers and challenges that constrain AI application and offers future research directions to advance AI deployment for cleaner production and sustainable development across SEA countries.",https://www.mdpi.com/2227-7080/14/3/182
