SL NO.,Title,Authors,Published Year,Abstract,Paper Link
323,Application of precision livestock farming: challenges and opportunities.,"Muhammad Ikhsan Sani, Mariska van der Voort, Bedir Tekinerdogan, Henk Hogeveen",2025,"Abstract

Sensor systems have increasingly been explored as tools to support precision livestock farming, particularly in monitoring cow health and improving decision-making.This systematic literature review aims to evaluate advancements in sensor systems for detecting health conditions in dairy cows especially on mastitis, fertility, locomotion, and metabolic disorders.Relevant articles published between 2014 and 2024 were identified from Scopus.Each article was categorized by health condition and assigned to one of four development levels: sensor technique (Level I), data interpretation (Level II), integration of information (Level III), and decision making (Level IV).Relevant information from the articles was systematically reviewed and discussed.We identified 132 articles published in the past 10 years, describing a total of 151 sensor systems.Most sensor systems were aimed at mastitis and reproduction, followed by locomotion and metabolic disorders.The far majority of the articles were at level II (data interpretation) presenting research on (novel) algorithms to detect disease.A large number of different statistical, machine-learning or deep-learning models were described and evaluated, among others random forests.Level II systems applied statistical analysis or machine-learning/deep-learning models (e.g., random forests, you only look once, support vector machine, or convolutional neural network).These algorithms used a wide range of sensor data.Only a few articles aimed at level III research, integration of information and decision support.The Level III sensor systems integrated information from the sensor with economic information and other information (i.e., medication dosage, cost per disease, and supplier selection) and simulated various treatment scenarios.This review highlights the need for sensor systems research to be driven by real-world requirements for on-farm decision making.To move from proof-of-concept toward practical, future research must integrate sensor outputs with herd records and financial models, validate systems across multiple farms and at higher data frequencies, and embed economic evaluation alongside sensitivity and specificity metrics.Addressing these technical, integration, and economic challenges is essential before sensor systems can fully support automated, value-driven health management on commercial dairy farms.",https://www.cabidigitallibrary.org/doi/abs/10.31220/agriRxiv.2025.00383
324,Planter: Rapid Prototyping of In-Network Machine Learning Inference,"Changgang Zheng, Mingyuan Zang, Xinpeng Hong, Liam Perreault, Riyad Bensoussane, Shay Vargaftik, Yaniv Ben-Itzhak, Noa Zilberman",2024,"Abstract

In-network machine learning inference provides high throughput and low latency. It is ideally located within the network, power efficient, and improves applications' performance. Despite its advantages, the bar to in-network machine learning research is high, requiring significant expertise in programmable data planes, in addition to knowledge of machine learning and the application area. Existing solutions are mostly one-time efforts, hard to reproduce, change, or port across platforms. In this paper, we present Planter: a modular and efficient open-source framework for rapid prototyping of in-network machine learning models across a range of platforms and pipeline architectures. By identifying general mapping methodologies for machine learning algorithms, Planter introduces new machine learning mappings and improves existing ones. It provides users with several example use cases and supports different datasets, and was already extended by users to new fields and applications. Our evaluation shows that Planter improves machine learning performance compared with previous model-tailored works, while significantly reducing resource consumption and co-existing with network functionality. Planter-supported algorithms run at line rate on unmodified commodity hardware, providing billions of inference decisions per second.",https://dl.acm.org/doi/abs/10.1145/3687230.3687232
325,Statistical investigation of a dehumidification system performance using Gaussian process regression,"De Silva, Ramindu",2019,"Abstract

Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",https://search.proquest.com/openview/ccfd00993b73b7e876402c7d09913b42/1?pq-origsite=gscholar&cbl=2026366&diss=y
326,Analytical Models to Optimize Tacrolimus Dosing in Solid Organ Transplantation: A Systematic Review,"Elmira Amooei, Nandini Biyani, Amos Buh, Martin M. Klamrowski, Nawaf M. Alyahya, Christopher R. McCudden, James R. Green, Babak Rashidi, Haya Almuzirai, Stephanie Hoar, Ayub Akbari, Gregory L. Hundemer, Ran Klein",31-Mar-26,"Abstract

Background: Tacrolimus dose optimization remains challenging due to its narrow therapeutic range and multiple influencing variables. This systematic review aimed to identify effective analytical modeling techniques for optimal tacrolimus dose prediction in solid organ transplant recipients. 

Methods: Two independent researchers conducted a comprehensive review of studies examining analytical models that optimize tacrolimus dosing, searching Medline, Scopus, Embase, Web of Science, and PubMed. 

Results: In total, 115 studies met the inclusion criteria. Pharmacokinetic models (74 studies), particularly two-compartment with Bayesian forecasting, were most frequently used. Machine learning (ML) approaches, with increasing adoption, have demonstrated promising improved predictive accuracy. Key predictive variables included CYP3A5 genotype, hematocrit levels, post-operative days, and weight; however, the significance of genomic features seemed to diminish progressively as therapeutic drug monitoring calibrates dosing in the months following post-transplant. Only ten studies performed external validation, and none incorporated adherence data or predicted long-term graft outcomes. 

Conclusions: Clinical deployment of predictive models for tacrolimus dosing remains uncommon. In research, pharmacokinetic models remain prevalent, with ML approaches showing early incremental promise. Limited external validation raises generalizability concerns. Future research should prioritize outcome-based evaluation metrics rather than error metrics.",https://www.mdpi.com/1999-4923/18/4/430
327,Leveraging AI Models/Tools for Human Fertility,"KC Santosh, Debasmita Ghosh Roy",25-Oct-25,"Abstract
This chapter delves into the emerging role of artificial intelligence in reproductive medicine, with a focus on its practical applications in fertility analysis and intervention. It emphasizes the significance of core AI methodologies such as feature selection, data balancing, and algorithm optimization in building effective predictive models. The discussion covers AI-based identification and assessment of fertility-related factors in both males and females. A series of case studies is presented to summarize real-world applications and highlight key conceptual insights. These insights not only enhance the understanding of infertility but also offer promising directions for addressing this pressing global health issue. The chapter ultimately encourages a methodical and proactive approach to advancing fertility research through AI-driven solutions.",https://link.springer.com/chapter/10.1007/978-981-95-1248-5_4
328,A systematic literature review of explainable... : Journal of Medical Artificial Intelligence,"Cessie Valenie Anak Edwin, Phei Chin Lim, Dayang Nurfatimah binti Awang Iskandar, Diana Leh Ching Ng",2026,"Abstract

BackgroundThe reduced quality and risks to life brought on by bronchial asthma (BA) have heightened the need for trustworthy risk assessment...",https://www.ovid.com/jnls/jmai/abstract/10.21037/jmai-24-204~a-systematic-literature-review-of-explainable-risk
329,Machine Learning Methods in Climate Finance: A Systematic Review,"Andrés Alonso, José Manuel Carbó, J. Manuel Marqués",2023,"Abstract

Preventing the materialization of climate change is one of the main challenges of our time. The involvement of the financial sector is a fundamental pillar in this task, which has led to the emergence of a new field in the literature, climate finance. In turn, the use of Machine Learning (ML) as a tool to analyze climate finance is on the rise, due to the need to use big data to collect new climate-related information and model complex non-linear relationships. Considering the proliferation of articles in this field, and the potential for the use of ML, we propose a review of the academic literature to assess how ML is enabling climate finance to scale up. The main contribution of this paper is to provide a structure of application domains in a highly fragmented research field, aiming to spur further innovative work from ML experts. To pursue this objective, first we perform a systematic search of three scientific databases to assemble a corpus of relevant studies. Using topic modeling (Latent Dirichlet Allocation) we uncover representative thematic clusters. This allows us to statistically identify seven granular areas where ML is playing a significant role in climate finance literature: natural hazards, biodiversity, agricultural risk, carbon markets, energy economics, ESG factors &amp;amp; investing, and climate data. Second, we perform an analysis highlighting publication trends; and thirdly, we show a breakdown of ML methods applied by research area.",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4352569
330,Ballistic Performance Analysis of Silicon Carbide Ceramic Body Armor Using Finite Element Method and Machine Learning Algorithms,HB Mutu,2025,"Abstract This study presents a machine learning-based approach for predicting the residual velocity of projectiles impacting silicon carbide (SiC) ceramic body armor plates of varying thicknesses. Explicit dynamic simulations were performed using the ANSYS finite element software to model the ballistic response of the armor under high-velocity impact. Key input parameters included projectile type, bullet muzzle velocity, ceramic thickness, and mesh size. The output parameter of interest was the residual velocity of the projectile after impact. Simulation data were used to train and evaluate three different machine learning models: Linear Regression, ElasticNet, and Multilayer Perceptron (MLP). The predictive performance of each model was assessed using the coefficient of determination (R), mean absolute error (MAE), and root mean square error (RMSE) metrics across both training and testing datasets. Among the tested algorithms, the MLP model achieved the highest accuracy and lowest error values, demonstrating superior capability in capturing the complex nonlinear relationships governing ballistic impact phenomena.The findings indicate that machine learning techniques, when trained with high-fidelity simulation data, can serve as efficient predictive tools for estimating residual velocity in ballistic protection applications. This approach can significantly reduce the need for extensive physical testing and computationally expensive simulations during the preliminary design phase of protective armor systems, thereby accelerating the material selection and optimization process.",https://dergipark.org.tr/en/pub/khosbd/issue/95460/1731217
331,advanced.onlinelibrary.wiley.com,KS Kim,2026,"Abstract Machine learning (ML) has revolutionized energy materials discovery through two key paradigms: ML potentials enabling quantum‐accurate atomistic simulations with 2‐4 orders of magnitude speedup over density functional theory, and ML‐driven screening that efficiently navigates vast chemical spaces for rapid materials optimization. Advanced approaches, including graph neural networks and sparse Gaussian process regression incorporate physical symmetries and conservation laws, going beyond traditional statistical methods. Applications span battery materials, electrocatalysts, solar cells, phase change memory, and hydrogen storage systems, enabling simulations of thousands of atoms over extended timescales beyond the reach of quantum mechanical methods. Together, these complementary ML approaches enable predictive computational models spanning atomic to macroscopic scales. Current challenges include data quality, extrapolation to new chemical spaces, and physical interpretability. Emerging solutions involve equivariant architectures, active learning strategies, and physics‐informed neural networks. The convergence of ML methodologies with experimental workflows can accelerate materials discovery and optimization. This addresses critical sustainable energy challenges in conversion, storage, and utilization while supporting the development of autonomous discovery platforms. In this way, ML helps overcome computational limitations in multiscale energy materials research and supports the efficient design of novel materials with tailored properties.",https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/aenm.202503356
332,"Mining genes, genomic selection and simulation breeding on hundred-seed weight using a four-way RIL population","Shuchao Liu, Xianmin Lu, Jiufeng Zhao, Fulin Shan, Zhiyuan Yu, Xu Sun, Guizheng Wang, Haojie Xie, Yanming Zhou, Bo Hu, Wen-Xia Li, Hailong Ning",4/23/2026,"Abstract Hundred-seed weight (HSW) is a critical determinant of soybean yield potential, yet its genetic dissection is often limited by the restricted allelic diversity of traditional biparental populations. In this study, we developed a four-way recombinant inbred line (FW-RIL) population comprising 144 lines derived from four founders with distinct HSW phenotypes to enhance mapping resolution and allelic richness. By integrating a high-density genetic linkage map with five multi-locus genome-wide association study (GWAS) models, we systemically analyzed the genetic basis of HSW across multiple environments. A total of 16 quantitative trait loci (QTLs) and 40 quantitative trait nucleotides (QTNs) were identified, among which three QTLs and two QTNs were consistently detected across environments and analytical approaches. Co-localization analysis, combined with linkage disequilibrium (LD) mapping, haplotype effect evaluation, and gene expression profiling, prioritized Glyma.02G047200 as the key candidate gene within the stable major-effect locus qHSW-2-1. This gene encodes an oligopeptide transporter, and haplotype analyses demonstrated that elite alleles significantly increase seed weight across diverse genetic backgrounds. Furthermore, comparative evaluation of multiple genomic selection (GS) models revealed that the Light Gradient Boosting Machine (LightGBM) achieved the highest predictive accuracy for HSW. Using this model, breeding simulations identified several high-yielding hybrid combinations pyramiding multiple superior allelic variants. Overall, this study elucidates the genetic determinants of soybean HSW and highlights the effectiveness of integrating multi-parent populations, genomic selection, and molecular design breeding to accelerate yield improvement.",https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1812087/full
333,An Intelligent Approach to Predicting of Heart Problems,"Soltane Merzoug, Hadil Goufi",12-Jul-25,"Abstract
Early detection of heart diseases is a crucial factor for successful healthcare. In recent years, the medical field has witnessed the emergence of various methods to predict heart diseases before they occur, based on machine learning and deep learning. Heart diseases remain a major cause of death worldwide, particularly coronary artery disease, which is one of the most dangerous diseases. It accounts for a significant portion of patient cases and deaths related to cardiovascular diseases, as this disease is latent and does not clinically manifest. Therefore, it is necessary to diagnose and treat it as early as possible. The objective of this work is to develop a predictive model for coronary artery disease capable of detecting its early onset, often fatal.
Our research project aims to predict coronary artery disease using deep learning techniques. We utilized a convolutional neural network to achieve this objective. It is believed that this will contribute to improving early diagnostic rates and reducing complications associated with this disease.",https://link.springer.com/chapter/10.1007/978-3-031-90758-6_10
334,Ormancılıkta makine öğrenmesi kullanımı,"Remzi Eker, Kamber Can Alkiş, Zennure Uçar, Abdurrahim Aydın",2023,"Abstract

Gelişen teknolojiyle beraber diğer disiplinlerde olduğu gibi ormancılıkta da geleneksel uygulamaların daha ekonomik, etkin, hızlı ve kolay yapılabilmesi için yenilikçi yaklaşımların kullanımına talepler ve ihtiyaçlar artmaktadır. Özellikle son dönemde ortaya çıkan ormancılık bilişimi, hassas ormancılık, akıllı ormancılık, Ormancılık (Forestry) 4.0, iklim-akıllı ormancılık, sayısal ormancılık ve ormancılık büyük verisi gibi terimler ormancılık disiplinin gündeminde yer almaya başlamıştır. Bunların neticesinde de makine öğrenmesi ve son dönemde ortaya çıkan otomatik makine öğrenmesi (AutoML) gibi modern yaklaşımların ormancılıkta karar verme süreçlerine entegre edildiği akademik çalışmaların sayısında önemli artışlar gözlenmektedir. Bu çalışma, makine öğrenmesi algoritmalarının Türkçe dilinde anlaşılırlığını daha da artırmak, yaygınlaştırmak ve ilgilenen araştırmacılar için ormancılıkta kullanımına yönelik bir kaynak olarak değerlendirilmesi amacıyla ortaya konulmuştur. Böylece çeşitli ormancılık faaliyetlerinde makine öğrenmesinin hem geçmişten günümüze nasıl kullanıldığını hem de gelecekte kullanım potansiyelini ortaya koyan bir derleme makalesinin ulusal literatüre kazandırılması amaçlanmıştır.",https://dergipark.org.tr/en/pub/tjf/article/1282768?issue_id=78478
335,"Multicenter peritumoral radiomics in oncology: advances, challenges, and future directions","Jie Li, Junting Wei, Ruixin Pan, Dianpei Ma, Zongyu Xie, Zhizhen Gao",23-Mar-26,"Abstract
The peritumoral region harbors critical microenvironmental heterogeneity information and has long been a focal point in radiomics research. This article systematically reviews the progress of multicenter peritumoral radiomics in oncology, with emphasis on its clinical and biological applications. Studies indicate that peritumoral radiomics may demonstrate value in tumor diagnosis/differential diagnosis, molecular subtyping identification, prediction of clinicopathological indicators, prognostic risk assessment, and treatment response evaluation. Multicenter validation shows that incorporating peritumoral features can enhance model performance for certain tasks, with peritumoral characteristics potentially outperforming intratumoral features in specific scenarios. At the biological mechanism level, peritumoral radiomics exhibits associations with genomics and immune microenvironment events, offering novel perspectives for non-invasive tumor biology analysis. However, the field still faces challenges including limited model generalizability, standardization and reproducibility issues, demands for interpretability, ambiguous peritumoral region definitions, and multi-omics integration barriers - these limitations necessitate cautious interpretation of current findings. Future breakthroughs may rely on prospective multicenter studies, standardized protocols, explainable AI techniques, biologically-driven optimization of peritumoral definitions, and innovative multi-omics fusion algorithms. To promote clinical translation, it is necessary to enhance model robustness and interpretability while deepening research on the association with tumor biological mechanisms.",https://link.springer.com/article/10.1186/s13014-026-02817-w
336,A Novel Adaptive Multiclassifier Selection with the Separation Index-Based Feature for Handwriting Analysis,"Behzad Moshiri, Ali Mikaeili Barzili, Erfan NOROZI, Saman Davachi Tousi, Mohammad Khoshnevisan",2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5587991,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5587991
337,Application of precision livestock farming: challenges and opportunities,"Muhammad Ikhsan Sani, Mariska van der Voort, Bedir Tekinerdogan, Henk Hogeveen",2026,"Abstract

Sensor systems have increasingly been explored as tools to support precision livestock farming, particularly in monitoring cow health and improving decision-making. This systematic literature review aims to evaluate advancements in sensor systems for detecting health conditions in dairy cows especially on mastitis, fertility, locomotion, and metabolic disorders. Relevant articles published between 2014 and 2024 were identified from Scopus. Each article was categorized by health condition and assigned to one of four development levels: sensor technique (Level I), data interpretation (Level II), integration of information (Level III), and decision making (Level IV). Relevant information from the articles was systematically reviewed and discussed. We identified 132 articles published in the past 10 years, describing a total of 151 sensor systems. Most sensor systems were aimed at mastitis and reproduction, followed by locomotion and metabolic disorders. The far majority of the articles were at level II (data interpretation) presenting research on (novel) algorithms to detect disease. A large number of different statistical, machine-learning or deep-learning models were described and evaluated, among others random forests. Level II systems applied statistical analysis or machine-learning/deep-learning models (e.g., random forests, you only look once, support vector machine, or convolutional neural network). These algorithms used a wide range of sensor data. Only a few articles aimed at level III research, integration of information and decision support. The Level III sensor systems integrated information from the sensor with economic information and other information (i.e., medication dosage, cost per disease, and supplier selection) and simulated various treatment scenarios. This review highlights the need for sensor systems research to be driven by real-world requirements for on-farm decision making. To move from proof-of-concept toward practical, future research must integrate sensor outputs with herd records and financial models, validate systems across multiple farms and at higher data frequencies, and embed economic evaluation alongside sensitivity and specificity metrics. Addressing these technical, integration, and economic challenges is essential before sensor systems can fully support automated, value-driven health management on commercial dairy farms.",https://pmc.ncbi.nlm.nih.gov/articles/PMC13064991/
338,EAPCR: A Universal Feature Extractor for Scientific Data without Explicit Feature Relation Patterns,"Zhuohang Yu, Ling An, Yansong Li, Yu Wu, Zeyu Dong, Zhangdi Liu, Le Gao, Zhenyu Zhang, Chichun Zhou",2024,"Abstract

Conventional methods, including Decision Tree (DT)-based methods, have been effective in scientific tasks, such as non-image medical diagnostics, system anomaly detection, and inorganic catalysis efficiency prediction. However, most deep-learning techniques have struggled to surpass or even match this level of success as traditional machine-learning methods. The primary reason is that these applications involve multi-source, heterogeneous data where features lack explicit relationships. This contrasts with image data, where pixels exhibit spatial relationships; textual data, where words have sequential dependencies; and graph data, where nodes are connected through established associations. The absence of explicit Feature Relation Patterns (FRPs) presents a significant challenge for deep learning techniques in scientific applications that are not image, text, and graph-based. In this paper, we introduce EAPCR, a universal feature extractor designed for data without explicit FRPs. Tested across various scientific tasks, EAPCR consistently outperforms traditional methods and bridges the gap where deep learning models fall short. To further demonstrate its robustness, we synthesize a dataset without explicit FRPs. While Kolmogorov-Arnold Network (KAN) and feature extractors like Convolutional Neural Networks (CNNs), Graph Convolutional Networks (GCNs), and Transformers struggle, EAPCR excels, demonstrating its robustness and superior performance in scientific tasks without FRPs.",https://arxiv.org/abs/2411.08164
339,Machine Learning methods in climate finance: a systematic review,"A Alonso-Robisco, JM Carbó, JM Marqués",2023,"Abstract Preventing the materialization of climate change is one of the main challenges of our time. The involvement of the financial sector is a fundamental pillar in this task, which has led to the emergence of a new field in the literature, climate finance. In turn, the use of Machine Learning (ML) as a tool to analyze climate finance is on the rise, due to the need to use big data to collect new climate-related information and model complex non-linear relationships. Considering the proliferation of articles in this field, and the potential for the use of ML, we propose a review of the academic literature to assess how ML is enabling climate finance to scale up. The main contribution of this paper is to provide a structure of application domains in a highly fragmented research field, aiming to spur further innovative work from ML experts. To pursue this objective, first we perform a systematic search of three scientific databases to assemble a corpus of relevant studies. Using topic modeling (Latent Dirichlet Allocation) we uncover representative thematic clusters. This allows us to statistically identify seven granular areas where ML is playing a significant role in climate finance literature: natural hazards, biodiversity, agricultural risk, carbon markets, energy economics, ESG factors &amp;amp; investing, and climate data. Second, we perform an analysis highlighting publication trends; and thirdly, we show a breakdown of ML methods applied by research area.",https://www.bde.es/f/webbde/SES/Secciones/Publicaciones/PublicacionesSeriadas/DocumentosTrabajo/23/Files/dt2310e.pdf?trk=public_post_comment-text
340,Artificial Intelligence Applications for Cleaner Production and Sustainable Development in Southeast Asia: A Systematic Review and Future Research Directions,"Victor James C. Escolano, Yann-Mey Yee, Alexander A. Hernandez, Charmine Sheena R. Saflor, Do Van Nang, Ace C. Lagman",17-Mar-26,"Abstract

Artificial intelligence (AI) has reshaped various aspects of human lives, particularly through its capabilities to address complex sustainability challenges. Despite the rapid expansion of AI applications, their contribution to cleaner production and sustainable development remains underexplored, especially in developing nations. In Southeast Asia (SEA), where AI adoption has grown substantially across environmental, economic, and social dimensions, research that examines its role in cleaner production outcomes remains fragmented. In view of this gap, this study conducts a systematic literature review (SLR) of AI applications related to cleaner production and sustainable development by examining relevant themes, application areas, and sustainability dimensions addressed by AI, while evaluating the maturity of AI methodologies, alignment with cleaner production outcomes, and integration with circular economy and resource efficiency goals. Moreover, it investigates the barriers and challenges that constrain AI application and offers future research directions to advance AI deployment for cleaner production and sustainable development across SEA countries.",https://www.mdpi.com/2227-7080/14/3/182
341,Tuzlu su desalinasyonunda yapay zeka kullanımı,Rabiya Türker Karalı,2025,"Abstract

Tuzlu suyun desalinasyonu, artan küresel su krizine karşı geliştirilen en kritik teknolojilerden biridir. Geleneksel tatlı su kaynaklarının, nüfus artışı, kentleşme ve iklim değişikliğinin getirdiği talepleri karşılamakta yetersiz kalması nedeniyle alternatif çözümler aranmaktadır. Bu çözümler arasında ters ozmoz (RO), membran temelli desalinasyon yöntemleri içinde en verimli, ölçeklenebilir ve yaygın olarak uygulanan yöntem olarak öne çıkmaktadır. Ancak RO'nun etkinliğine rağmen enerji tüketimi ve membran kirlenmesi gibi operasyonel zorlukları vardır. Bu zorluklar, sistem verimliliğini azaltmakta, işletme maliyetlerini artırmakta ve membran modüllerinin kullanım ömrünü sınırlamaktadır. Bu nedenle, RO sistemlerinde kullanılan membranların, özellikle iç akış kanalı geometrisinin optimize edilmesi, sistem performansını ve sürdürülebilirliğini artırmak açısından önemli hale gelmiştir. Son yıllarda yapay zeka (AI), özellikle makine öğrenmesi (ML) yöntemleri, membran teknolojisindeki çok boyutlu ve karmaşık problemleri ele almak için güçlü bir araç olarak öne çıkmaktadır. Geleneksel deneysel ve fizik temelli yaklaşımlar her ne kadar temel oluştursa da; zaman, maliyet ve ölçeklenebilirlik açısından sınırlı kalmakta ve membran geometrisi, işletme parametreleri ve performans çıktıları arasındaki karmaşık ilişkileri tam olarak ortaya koyamamaktadır. Literatürde, AI'nın bu sınırlamaları aşarak yüksek boyutlu verileri işleyebilme, doğrusal olmayan desenleri keşfedebilme ve tasarım sürecini yönlendirme potansiyeli giderek daha fazla vurgulanmaktadır. Ancak çoğu mevcut çalışma, ML'yi ya tek başına ya da dar kapsamlı problemler için uygulamakta; fiziksel simülasyonlardan elde edilen derin içgörüleri yeterince entegre edememektedir. Bu tez çalışması, yenilikçi membran kanal geometrilerinin performansını araştırmak, değerlendirmek ve öngörmek amacıyla hesaplamalı akışkanlar dinamiği (HAD) simülasyonları ve denetimli ML yöntemlerini birleştiren entegre bir çerçeve sunmaktadır. Çalışma, membran performansının akış dağılımı ve yerel türbülans gibi geometrik faktörlerden etkilendiği ve bu performansın alışılmışın dışında kanal yapıları tasarlanarak artırılabileceği hipotezine dayanmaktadır. Bu yapıların amacı, kirlenmeyi azaltmak, basınç düşüşünü azaltmak ve permeat akısını artırmak yoluyla daha enerji verimli bir desalinasyon sağlamaktır. Araştırmanın ilk aşamasında, yapılan ön çalışmalar ile bu hipotezin doğruluğu gösterilmiştir. Öncelikle HAD simülasyonları kullanılarak rastgele akış kanal geometrileri oluşturulmuştur. HAD simülasyonlarında; Navier-Stokes, adveksiyon difüzyon, Langmuir adsorption–desorption, permeat akısı (permeate flux) denklemleri ile Darcy yasası kullanılmış ve literatürde varolan düz ve sinüzoidal yapıdaki geometriler ile karşılaştırılmıştır. Rastgele oluşturulan yeni kanal geometri tasarımlarının membran performansını artırmada etkili olduğu, basınç kaybını minimum seviyede tutarken enerji ve su kalitesini iyileştirdiği tespit edilmiştir. Araştırmanın ikinci aşamasında, sayısal simülasyonlarla oluşturulan veri seti artırılmıştır. B-spline eğrileri kullanılarak üst ve alt kanal yüzeylerini tanımlayan kontrol noktaları rastgele seçilerek 1045 farklı membran akış kanalı geometrisi oluşturulmuştur. Bu geometriler, basit sinüzoidal şekillerden karmaşık, düzensiz dalga desenlerine kadar çeşitli tasarımları içermektedir. Her geometri için yapılandırılmış bir ağ oluşturularak akış dinamikleri, konsantrasyon dağılımları ve kirlenme davranışını analiz eden 3 boyutlu HAD simülasyonları gerçekleştirilmiştir. Her simülasyon, sabit çalışma koşullarında 100 saniye sürdürülmüştür. HAD sonuçlarından üç temel performans metriği çıkarılmıştır: (1) permeat akısı (membrandan geçen su miktarı), (2) kirlenme indeksi (membran yüzeyinde çözünen partikül birikimi) ve (3) kanal giriş ve çıkışı arasındaki basınç düşüşü (akışı sürdürmek için gerekli enerji). Bu metrikler normalize edilip ağırlıklandırılarak enerji verimliliği ve su üretkenliği arasındaki dengeyi temsil eden birleşik performans metriği (BPM) olarak ifade edilmiştir. Oluşturulan 1045 farklı membran akış kanalı geometrisinden ağ oluşturma ve sayısal kararlılık amacıyla nihai 1025 geometri seçilerek veri seti oluşturulmuştur. Kanal geometrileri, spline eğrilerini oluşturan kontrol noktalarının 42 y-koordinatından oluşan sayısal vektörler olarak ifade edilmiştir. Bu veriler, ML modeline giriş olarak kullanılırken BPM ise regresyon hedefi olarak tanımlanmıştır. Çalışmanın devamında, geometrik özelliklerden membran performansını doğrudan tahmin etmek amacıyla denetimli regresyon yöntemi kullanılmıştır. Veri seti rastgele iki gruba ayrılmıştır: 900 geometri eğitim ve çapraz doğrulama için, 125 geometri ise test seti olarak ayrılmıştır. Çapraz doğrulama 10 katlı strateji ile gerçekleştirilmiş ve doğrusal regresyon, ridge regresyon, rastgele orman, k-en yakın komşu, kategoritk artırma (CatBoost), gradyan yükseltme ve hafif gradyan artırma makinesi (LightGBM), fizikle öğrenen yapay sinir ağı (PINN) yöntemi gibi yirmi bir çeşit regresyon modeli test edilmiştir. Modeller ortalama mutlak hata (MAE), ortalama kare hata (MSE), karekök ortalama kare hata (RMSE), belirlilik katsayısı (R²), karekök ortalama logaritmik kare hata (RMSLE) ve ortalama mutlak yüzde hata (MAPE) gibi performans ölçütleri kullanılarak değerlendirilmiştir. En yüksek doğruluk ve genelleme performansını CatBoost modeli sağlamıştır. Test veri setinde yaklaşık %8,8 MAPE ve 5,66 MAE değerleriyle yüksek tahmin doğruluğu elde edilmiştir. Bu sonuçlar, ML modellerinin pahalı ve zaman alan HAD simülasyonlarına güvenilir bir alternatif olduğunu doğrulamıştır. Modelin uygulanma aşamasında eğitim süreleri, tahmin gecikmeleri ve parametre optimizasyonları incelenmiştir. CatBoost, doğruluk açısından olduğu kadar hızlı çalışma süresi ve düşük hesaplama kaynağı kullanımı açısından da öne çıkmıştır. Modelin hiperparametreleri grid arama (grid search) yöntemiyle optimize edilmiştir. Tezin önemli bir katkısı, sonlu sayıdaki HAD simülasyonlarından membran performansının öğrenilip genelleştirilebileceğinin gösterilmesidir. Bu yöntem, tasarım süreçlerini hızlandırarak membran mühendisliğinde veri odaklı optimizasyonlar için yeni olanaklar sunmuştur. Ayrıca, fizik bilgili derin öğrenme ağları (PINN) gibi daha karmaşık bir öğrenme mimarisi, regresyon yaklaşımı için kullanılmış olup diğer modeller ile karşılaştırılabilir bir performans elde edilmiştir. Bu çalışma, akışkanlar mekaniğinde hesaplamalı tasarım alanı için de geniş etkilere sahiptir. Fiziksel simülasyon verilerinin ML modelleriyle entegrasyonu, tasarım süreçlerinin tamamen deneysel veya deneme-yanılma yaklaşımlarından, akıllı ve öngörücü modelleme yaklaşımlarına geçişi sağlamaktadır. Ayrıca, tezde önerilen yöntem geometri ile performans ilişkisinin güçlü olduğu havacılık, mikroakışkanlar, biyomedikal cihaz tasarımları gibi farklı mühendislik alanlarına da uyarlanabilir. Sonuç olarak bu tez, HAD simülasyonları ve makine öğrenimini birleştirerek membran geometrisi optimizasyonu için sağlam, ölçeklenebilir ve etkili bir metodoloji sunmuştur. Önerilen regresyon tahminleme modeli, performans tahminini hızlandırmış, tasarım döngü sürelerini azaltmış ve membran tasarımında akıllı karar almayı desteklemiştir. Fizik tabanlı modelleme ile veri odaklı çıkarımlar arasında köprü kurarak, yüksek performanslı ve sürdürülebilir desalinasyon sistemlerinin yeni nesline katkı sağlamıştır. İleriye dönük olarak, araştırma kapsamında daha fazla geliştirme fırsatları bulunmaktadır. Modelin genelleme yeteneğini artırmak için akış kanal geometrileri, membran malzeme çeşitliliği ve çalışma koşulları kapsamı artırılarak veri seti genişletilebilir. Fizik bilgili derin öğrenme ağlarına (PINN) daha fazla fizik bilgisi sağlanarak modelin performansının artabileceği öngörüsü yapılabilir.",https://polen.itu.edu.tr/items/914ca56a-fa2a-4720-9c45-aa26bb7993db
